"dataset","source","yi","vi","type_es","similarity","es","es_id","year","jrnl_impact","citations","weight"
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.185926934340636,0.00418410041841004,"4","1",0.374,33,1984,16.378,35,239
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.144826519642461,0.00130208333333333,"4","1",0.290666667,34,1988,2.905,91,768
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.166562110793636,0.0107526881720431,"4","1",0.334666667,35,1992,39.207,18,92.9999999999991
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0569691795398246,0.00312499999999999,"4","1",0.114,36,1992,39.207,51,320.000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.273253426415572,0.00357142857142857,"4","1",0.553333333,37,1992,39.207,675,280
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0898789407439468,0.00117370892018779,"4","1",0.18,38,1993,1.931,159,851.999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.144826519642461,0.00442477876106194,"4","1",0.290666667,39,1994,2.873,54,226
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.123022781724928,0.00169779286926995,"4","1",0.246666667,40,1995,9.197,44,588.999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.00999983334083285,0.03125,"4","1",-0.02,41,2002,17.96,330,32
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.104808013476227,0.0303030303030304,"4","1",-0.21,42,2002,17.96,330,32.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.12963659033633,0.0192307692307692,"4",NA,-0.26,43,2002,NA,NA,52.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0499791900693487,0.1,"4",NA,0.1,44,2001,NA,NA,10
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0449848263229507,0.0270270270270269,"4","1",0.09,45,2000,17.96,252,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.242612911397075,0.0277777777777779,"4","1",-0.49,46,1999,4.901,322,35.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0699429590194018,0.0322580645161291,"4","1",-0.14,47,1998,15.161,391,31
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.28127637161931,0.0217391304347826,"4","1",-0.57,48,1996,4.176,44,46.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.154385969709221,0.0454545454545453,"4","1",0.31,49,1995,3.737,78,22.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.436049668851741,0.0769230769230772,"4","1",-0.9,50,1995,8.303,121,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0,0.0588235294117647,"4","1",0,51,1989,0.521,52,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.319534632000572,0.0285714285714285,"4","1",-0.65,52,1987,16.104,367,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.139661805431728,0.000366032210834553,"4","1",0.678728827,53,1964,0.968,33,2732.00000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0601656148349336,0.000237868696479544,"4","1",0.612817693,54,1968,NA,17,4204
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.167432454916424,0.0078740157480315,"4","1",0.336431684,55,1974,7.343,65,127
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.124103992461117,0.000215749730312836,"4","1",1.329234378,56,1968,4.974,17,4635.00000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.118005152413858,0.000231642344220524,"4","1",0.637928782,57,1964,0.968,33,4316.99999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.052833621681384,0.0526315789473685,"4",NA,0.10571641,58,1970,NA,NA,19
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0738865113488882,0.000197628458498023,"4","1",0.523852134,59,1964,0.968,33,5060.00000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.198075273750529,0.0163934426229508,"4","1",0.39874605,60,1967,NA,NA,61
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.306865827728405,0.0370370370370369,"4",NA,0.623409283,61,1970,NA,NA,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.132469397472347,0.021276595744681,"4","1",0.265714339,62,1967,NA,NA,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.314616195072826,0.04,"4",NA,0.639664475,63,1970,NA,NA,25
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.403297745677756,0.0101010101010101,"4","1",0.828639335,64,1974,7.343,65,99.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.336571701883456,0.00884955752212389,"4","1",0.79203749,65,1971,13.747,39,113
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0984033384457158,0.0204081632653062,"4","1",0.197124451,66,1967,NA,NA,48.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.080171325,0.0769230769230772,"1","0",-0.080171325,67,1997,5.669,495,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.090244188,0.00398406374501992,"1","0",0.090244188,68,2001,5.669,1077,251
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.395392825,0.00826446280991735,"1","1",0.395392825,69,2008,1.957,22,121
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.395392825,0.00763358778625954,"1","1",0.395392825,70,2008,1.957,22,131
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.161386696,0.0588235294117647,"1","1",0.161386696,71,2004,3.5,35,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.070114671,0.0588235294117647,"1","1",-0.070114671,72,2004,3.5,35,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.031009936,0.0222222222222222,"1","0",-0.031009936,73,2006,3.384,35,45
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.151140436,0.0136986301369864,"1","1",0.151140436,74,2006,2.873,88,72.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.299658432,0.0270270270270269,"1","0",0.299658432,75,2010,3.451,39,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.474713678,0.0588235294117647,"1","0",0.474713678,76,2010,3.451,39,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",1.098612289,0.0588235294117647,"1","0",1.098612289,77,2010,3.451,39,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.196490276,0.1,"1","0",0.196490276,78,2011,2.378,11,10
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.094278338,0.1,"1","0",-0.094278338,79,2011,2.378,11,10
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.174757577,0.0588235294117647,"1","0",-0.174757577,80,2006,3.384,93,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.285513248,0.0625,"1","0",0.285513248,81,2006,3.384,93,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.327197097,0.0666666666666666,"1","0",0.327197097,82,2009,10.846,55,15
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.293115727,0.0833333333333334,"1","0",-0.293115727,83,2009,10.846,55,12
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.112471866,0.0144927536231884,"1","1",0.112471866,84,2007,3.384,62,69.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.218407819,0.0285714285714285,"1","0",0.218407819,85,2007,1.812,12,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.070114671,0.0322580645161291,"1","1",-0.070114671,86,2006,1.861,40,31
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.306226146,0.0434782608695653,"1","0",0.306226146,87,2005,8.303,26,23
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.365443754,0.0370370370370369,"1","1",0.365443754,88,2009,3.009,26,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.260753317,0.0416666666666669,"1","1",0.260753317,89,2009,3.009,26,23.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.255412812,0.0588235294117647,"1","1",0.255412812,90,2009,3.009,26,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.411800034,0.0303030303030304,"1",NA,0.411800034,91,2006,NA,NA,32.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.244774113,0.0625,"1","1",0.244774113,92,2003,3.451,37,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.067100525,0.0285714285714285,"1","1",0.067100525,93,2003,3.451,37,35.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.288767472,0.0238095238095238,"1","1",0.288767472,94,2003,3.451,37,42
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.319439471,0.00680272108843538,"1","1",0.319439471,95,2008,7.343,33,147
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.11652454,0.025,"1","1",0.11652454,96,2006,1.964,NA,40
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.424839974,0.0277777777777779,"1","1",0.424839974,97,2006,1.964,NA,35.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.615518437,0.0232558139534885,"1","1",0.615518437,98,2006,1.964,NA,42.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.229970121,0.0588235294117647,"1","0",0.229970121,99,2010,3.384,8,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.019002287,0.0588235294117647,"1","0",-0.019002287,100,2010,3.384,8,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.030009005,0.0131578947368421,"1","0",0.030009005,101,2008,2.311,19,75.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.213171347,0.0434782608695653,"1","0",0.213171347,102,2009,1.557,10,23
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.255412812,0.0256410256410256,"1","0",0.255412812,103,2009,1.557,10,39.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.320545409,0.021276595744681,"1","0",0.320545409,104,2009,1.557,10,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.026005861,0.0526315789473685,"1","0",0.026005861,105,2010,4.426,13,19
"psymetadata::nuijten2020::nuijten2020","psymetadata",1.030228582,0.125,"1","0",1.030228582,106,2010,4.426,13,7.99999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.308421065,0.05,"1","0",0.308421065,107,2010,4.426,13,20
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.631377497,0.142857142857143,"1","0",0.631377497,108,2010,4.426,13,7.00000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.192337169,0.0625,"1","0",0.192337169,109,2008,1.861,14,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.887183863,0.0625,"1","0",0.887183863,110,2008,1.861,14,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.199609496,0.0204081632653062,"1","1",0.199609496,111,2008,2.682,44,48.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.383796543,0.0175438596491227,"1","0",0.383796543,112,2007,NA,NA,57.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.426926342,0.0384615384615384,"1","1",0.426926342,113,1971,NA,NA,26
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.192400261,0.0769230769230772,"1","1",0.192400261,114,1965,NA,61,13
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.43539767,0.04,"1","1",0.43539767,115,1984,5.669,16,25
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.200513619,0.0185185185185184,"1",NA,0.200513619,116,2008,NA,NA,54.0000000000003
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.621972749,0.111111111111111,"1","1",0.621972749,117,1956,NA,NA,9.00000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.38944107,0.1,"1","1",0.38944107,118,1965,4.235,25,10
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.28214589,0.0588235294117647,"1","1",0.28214589,119,1937,0.847,4,17
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.326820865416824,0.0099009900990099,"4","1",0.75,120,2005,1.133,20,101
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.416572773829488,0.0161290322580646,"4","1",0.86,121,2005,1.133,20,61.9999999999995
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.156923506984333,9.21895195266621e-07,"4","0",0.315903406,122,1996,NA,NA,1084722
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.161262134463275,8.8729727475515e-07,"4","0",0.324878849,123,1997,NA,NA,1127018
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.156824141003565,8.52874100431042e-07,"4","0",0.315849286,124,1998,NA,NA,1172506
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.159084606232523,8.19586813503839e-07,"4","0",0.320471671,125,1999,NA,NA,1220127
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.155446302044227,7.93477614012815e-07,"4","0",0.313010926,126,2000,NA,NA,1260275
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.15546440739168,7.8350441152159e-07,"4","0",0.312989709,127,2001,NA,NA,1276317
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.149727355689471,7.53109589495026e-07,"4","0",0.301354106,128,2002,NA,NA,1327828
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.149040466432407,7.11075209713856e-07,"4","0",0.299962014,129,2003,NA,NA,1406321
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.15848109831352,7.04719648429462e-07,"4","0",0.319059773,130,2004,NA,NA,1419004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.149055577688104,6.77681245849202e-07,"4","0",0.299948244,131,2005,NA,NA,1475620
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.148426780301764,6.82248773828392e-07,"4","0",0.298701848,132,2006,NA,NA,1465741
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.14972483228308,6.71805079786931e-07,"4","0",0.301357081,133,2007,NA,NA,1488527
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.143490423031393,6.59201430203422e-07,"4","0",0.288706574,134,2008,NA,NA,1516987
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.151445849689096,6.53541377338452e-07,"4","0",0.304802519,135,2009,NA,NA,1530125
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.459896681,0.0105263157894736,"1","1",-0.459896681,136,2007,3.162,26,95.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.298566264,0.00621118012422361,"1","1",-0.298566264,137,2007,3.162,26,161
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.342828254,0.05,"1","0",0.342828254,138,2009,4.426,3,20
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.213171347,0.0091743119266055,"1","1",-0.213171347,139,1997,5.292,79,109
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.244774113,0.008,"1","1",-0.244774113,140,1997,5.292,79,125
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.181982689,0.015625,"1",NA,0.181982689,141,2010,NA,NA,64
"psymetadata::nuijten2020::nuijten2020","psymetadata",0,0.0105263157894736,"1",NA,0,142,2010,NA,NA,95.0000000000008
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.030009005,0.00384615384615384,"1","1",0.030009005,143,2008,3.162,7,260
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.255412812,0.0128205128205129,"1","1",-0.255412812,144,2006,1.861,13,77.9999999999994
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.020002667,0.00355871886120997,"1","0",0.020002667,145,2008,5.51,107,281
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.070114671,0.00469483568075118,"1","1",-0.070114671,146,2009,2.866,18,213
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.411800034,0.0133333333333333,"1","1",-0.411800034,147,2005,3.162,78,75.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.13073985,0.00421940928270042,"1","1",-0.13073985,148,2004,3.25,13,237
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.536060337,0.0625,"1","1",-0.536060337,149,2005,3.162,18,16
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0748323164324901,0.003690036900369,"4","1",0.187,150,2001,9.809,1505,271
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0681955355002642,0.00440528634361234,"4","1",0.16,151,2001,9.809,1505,227
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0759270268464923,0.00854700854700856,"4","1",0.152,152,2003,2.055,104,117
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.123684408136839,0.00353356890459364,"4","1",0.248,153,2004,2.839,83,283
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0179990281416903,0.00350877192982456,"4","1",0.036,154,2004,5.634,63,285
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0104998070720715,0.00869565217391305,"4","1",0.021,155,2004,2.45,32,115
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.266822666909941,0.0172413793103449,"4","1",0.54,156,2005,2.168,49,57.9999999999996
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0898789407439468,0.0025062656641604,"4","1",0.18,157,2005,9.472,122,399
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.350762956442808,0.012987012987013,"4","1",-0.716,158,2006,1.644,37,76.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.228018971902582,0.00775193798449613,"4","1",0.46,159,2006,1.644,37,129
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.0564699827460333,0.00218818380743982,"4","1",-0.113,160,2005,2.055,54,457
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.00299999550001826,0.00185185185185185,"4","1",-0.006,161,2004,9.472,96,540.000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0284961432220343,0.0833333333333334,"4","0",0.057,162,2006,9.472,NA,12
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.086392492483071,0.0344827586206897,"4","0",-0.173,163,2006,9.472,NA,29
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.133106601899655,0.03125,"4","0",-0.267,164,2006,9.472,NA,32
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.032494281363556,0.000114889705882353,"4","1",0.065,165,2007,13.559,65,8704
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.135088753142851,0.008130081300813,"4","1",0.271,166,2007,4.888,56,123
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.158831340312054,0.00555555555555556,"4","1",-0.319,167,2007,4.888,56,180
"psymetadata::nuijten2020::nuijten2020","psymetadata",-0.152903502380737,0.0138888888888889,"4","1",-0.307,168,2007,6.132,97,71.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0479815870841302,0.00216919739696312,"4","1",0.096,169,2007,4.974,26,461.000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0574683621527848,0.00212765957446809,"4","1",0.115,170,2007,2.055,39,469.999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.9,0.0103092783505155,"1","1",0.9,171,1989,1.861,48,96.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.842,0.111111111111111,"1","1",0.842,172,1991,1.861,12,9.00000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.775,0.021276595744681,"1","1",0.775,173,1991,2.839,45,46.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.631,0.00303951367781155,"1","1",0.631,174,2001,2.839,86,329
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.587,0.00636942675159235,"1","1",0.587,175,1998,3.391,45,157
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.523,0.00952380952380952,"1","1",0.523,176,2001,2.839,74,105
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.41,0.00602409638554217,"1","1",0.41,177,2000,3.162,43,166
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.388,0.0158730158730158,"1","1",0.388,178,1984,3.162,30,63.0000000000004
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.372,0.010989010989011,"1","1",0.372,179,1989,NA,NA,90.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.291,0.00469483568075118,"1","1",0.291,180,1998,3.391,45,213
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.203,0.006993006993007,"1","1",0.203,181,2001,2.839,74,143
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.52085082707986,0.0370370370370369,"2","1",1.06,182,2005,2.025,10,27.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.11368353979865,0.0476190476190474,"2","1",0.22,183,2000,1.565,42,21.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.289760748056145,0.0151515151515152,"2","1",0.61,184,1999,1.921,22,65.9999999999997
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.662698582914163,0.0172413793103449,"2","1",1.48,185,2004,1.189,73,57.9999999999996
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.656887459168947,0.0277777777777779,"2","1",1.44,186,2006,2.158,76,35.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.110692508394893,0.0138888888888889,"2","0",0.29,187,2004,3.167,16,71.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0653790022363018,0.00151057401812689,"2","1",0.32,188,2004,0.913,63,662
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.120816974169409,0.0123456790123457,"2","1",0.24,189,2005,1.189,58,81.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.486396177444974,0.015625,"2","1",1,190,2006,2.025,24,64
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.410465157596098,0.0322580645161291,"2","1",0.83,191,2006,2.025,52,31
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.570723099587204,0.0263157894736844,"2","1",1.19,192,2007,2.635,54,37.9999999999998
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.080942606307685,0.0112359550561798,"2","1",0.17,193,2004,0.73,6,89
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0356572382234302,0.0270270270270269,"2","1",0.07,194,2005,2.025,55,37.0000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.259365068524482,0.00389105058365758,"2","1",0.53,195,2005,2.67,220,257
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.203590639225979,0.0144927536231884,"4","1",0.41,196,1972,2.012,4,69.0000000000002
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.476735222976289,0.0138888888888889,"4",NA,0.99,197,1980,NA,10,71.9999999999999
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.648565595735253,0.024390243902439,"4","1",1.39,198,2009,3.843,102,41
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.499028444456403,0.00249376558603491,"4","1",1.04,199,1994,54.42,158,401.000000000001
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.324286295137463,0.00680272108843538,"4","1",0.66,200,1972,2.012,3,147
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.394673691445097,0.00469483568075118,"4","1",0.81,201,1974,NA,7,213
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.124676746921443,0.00446428571428571,"4",NA,0.25,202,1968,NA,1,224
"psymetadata::nuijten2020::nuijten2020","psymetadata",0.0749298648848773,0.00172413793103448,"4",NA,0.15,203,1972,2.012,4,580
