"dataset","source","yi","vi","logrr","adjrr","lb","ub","type","case","dose","year","weight"
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.400477541687722,0.0322296113582203,-0.400477541687722,0.670000016689301,0.469999998807907,0.949999988079071,"cc",140,1.20000004768372,2002,31.0273676243057
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.494296298363773,0.0367016224080849,-0.494296298363773,0.610000014305115,0.419999986886978,0.889999985694885,"cc",140,1.89999997615814,2002,27.2467518978048
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.261364788905169,0.083953905222416,-0.261364788905169,0.769999980926514,0.439999997615814,1.37000000476837,"cc",28,2.79999995231628,2002,11.9112981981093
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.616186099687388,0.0981106390264617,-0.616186099687388,0.540000021457672,0.28999999165535,0.990000009536743,"cc",21,3.70000004768372,2002,10.1925745252794
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.10536054214878,0.0506510332711208,-0.10536054214878,0.899999976158142,0.578999996185303,1.39900004863739,"cc",57,0.75,2002,19.7429338637038
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.0618754062544553,0.0421074165303849,-0.0618754062544553,0.939999997615814,0.629000008106232,1.40600001811981,"cc",83,1.5,2002,23.7487854254463
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.000999547016440589,0.046169293937176,0.000999547016440589,1.00100004673004,0.656000018119812,1.52300000190735,"cc",72,2.5,2002,21.6594172170086
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.322083495713772,0.0779516510019063,0.322083495713772,1.37999999523163,0.800000011920929,2.39000010490417,"ir",36,1.0699999332428,1999,12.8284646591455
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.22314355131421,0.0798710207341439,0.22314355131421,1.25,0.720000028610229,2.1800000667572,"ir",34,1.95000004768372,1999,12.5201855542646
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.470003644146897,0.0710065180873971,0.470003644146897,1.60000002384186,0.949999988079071,2.70000004768372,"ir",40,3.08999991416931,1999,14.0832141461882
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.307484710266427,0.0351403144684409,0.307484710266427,1.36000001430511,0.939999997615814,1.96000003814697,"ir",66,0.699999988079071,2004,28.4573435134762
"dosresmeta::milk_ov::milk_ov","dosresmeta",-0.0725706851439136,0.0424185932539508,-0.0725706851439136,0.930000007152557,0.620000004768372,1.38999998569489,"ir",46,1.11000001430511,2004,23.5745677376244
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.262364227787709,0.0353138739065497,0.262364227787709,1.29999995231628,0.899999976158142,1.87999999523163,"ir",65,1.61000001430511,2004,28.3174823200161
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.336472219591314,0.0335815540246437,0.336472219591314,1.39999997615814,0.980000019073486,2.00999999046326,"ir",73,2.59999990463257,2004,29.7782526462639
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.262364227787709,0.0353138739065497,0.262364227787709,1.29999995231628,0.899999976158142,1.87999999523163,"ir",68,1.25999999046326,2005,28.3174823200161
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.207014184891225,0.0333761055174054,0.207014184891225,1.23000001907349,0.860000014305115,1.75999999046326,"ir",74,1.81000006198883,2005,29.9615543664466
"dosresmeta::milk_ov::milk_ov","dosresmeta",0.392042100663514,0.0308384559610329,0.392042100663514,1.48000001907349,1.04999995231628,2.08999991416931,"ir",92,2.76999998092651,2005,32.4270450266248
